priority,unit,area,property_group,what_is_wrong,what_to_fix,detail,streamline_unit_id,airbnb_url,vrbo_url,website_url,admin_url,owner,status,notes
low,La Quinta Vacation Pool Home,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050795,https://www.airbnb.com/rooms/22749493,https://www.vrbo.com/5135641,https://casago.com/rentals/1013992,,,open,
low,Lake of Dreams,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1077456,https://www.airbnb.com/rooms/1711700515496021237,https://www.vrbo.com/5298065,https://casago.com/phoenix/rental/1077456.html,,,open,
low,Lakeside Luxe at Palmilla,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051367,https://www.airbnb.com/rooms/1533535261222775466,https://www.vrbo.com/5136313,https://casago.com/rentals/1014518,,,open,
low,Lakeview Retreat at PGA West,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1076377,https://www.airbnb.com/rooms/1648068600097272373,https://www.vrbo.com/5181318,https://casago.com/rentals/1017032/,,,open,
low,Life by the Palms,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050968,https://www.airbnb.com/rooms/1604094584989560229,https://www.vrbo.com/5135900,https://casago.com/rentals/1014163,,,open,
low,Lovely La Quinta - 66318,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051222,https://www.airbnb.com/rooms/1603772123229791697,https://www.vrbo.com/5136171,https://casago.com/rentals/1014400,,,open,
low,Luxury Desert Oasis,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051255,https://www.airbnb.com/rooms/1355706070916954513,https://www.vrbo.com/5136207,https://casago.com/rentals/1014433,,,open,
low,Luxury Estate in Indian Wells Country Club,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051096,https://www.airbnb.com/rooms/1355706825290052248,https://www.vrbo.com/5136040,https://casago.com/rentals/1014285,,,open,
low,Oasis on the Green,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051198,https://www.airbnb.com/rooms/1374579729330896745,https://www.vrbo.com/5136146,https://casago.com/rentals/1014377,,,open,
low,PGA West Fairways For Days,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051068,https://www.airbnb.com/rooms/1604304433766749405,https://www.vrbo.com/5136003,https://casago.com/rentals/1014257,,,open,
low,Palm Oasis,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050949,https://www.airbnb.com/rooms/1470433962203269165,https://www.vrbo.com/5135880,https://casago.com/rentals/1014144,,,open,
low,Saguaro Gardens Desert Retreat,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050919,https://www.airbnb.com/rooms/1604077883441709641,https://www.vrbo.com/5135845,https://casago.com/rentals/1014115,,,open,
low,Santa Rosa Cove Golf Getaway,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050942,https://www.airbnb.com/rooms/1355705441073721757,https://www.vrbo.com/5135871,https://casago.com/rentals/1014137,,,open,
low,Shoal Creek Fun,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050870,https://www.airbnb.com/rooms/1603771864022091174,https://www.vrbo.com/5135773,https://casago.com/rentals/1014066,,,open,
low,Shoal Creek Manor,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050878,https://www.airbnb.com/rooms/1603773206008048437,https://www.vrbo.com/5135786,https://casago.com/rentals/1014074,,,open,
low,Snowbird Oasis - Festival Escape,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050931,https://www.airbnb.com/rooms/1604094215054018142,https://www.vrbo.com/5135859,https://casago.com/rentals/1014127,,,open,
low,Kachina Village,Flagstaff,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050766,https://www.airbnb.com/rooms/1612341416974457261,https://www.vrbo.com/5135595,https://casago.com/rentals/1013964,,,open,
low,Luxury on Lynette,Flagstaff,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050747,https://www.airbnb.com/rooms/1612337777399844540,https://www.vrbo.com/5135566,https://casago.com/rentals/1013946,,,open,
low,Sandstone Way,Flagstaff,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051391,https://www.airbnb.com/rooms/1612342318641472053,https://www.vrbo.com/5136335,https://casago.com/rentals/1014539,,,open,
low,Joshua Tree Casa Leon,HighDesert,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051037,https://www.airbnb.com/rooms/1603817867814570059,https://www.vrbo.com/5135975,https://casago.com/rentals/1014230,,,open,
low,Lily Haus,IdyllwildTemecula,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050814,https://www.airbnb.com/rooms/1612364838029926733,https://www.vrbo.com/5135673,https://casago.com/rentals/1014011,,,open,
low,San Jacinto Lodge,IdyllwildTemecula,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051095,https://www.airbnb.com/rooms/1612364400254944292,https://www.vrbo.com/5136038,https://casago.com/rentals/1014284,,,open,
low,Jackalope Lodge,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101653,https://www.airbnb.com/rooms/1688482724357709491,https://www.vrbo.com/5294018,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/jackalope-lodge,,,open,
low,Kings Lodge,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1120996,https://www.airbnb.com/rooms/1715499403613190422,https://www.vrbo.com/5314758,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/kings-lodge,,,open,
low,Lake Gregory Escape,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101816,https://www.airbnb.com/rooms/1688482285092808474,https://www.vrbo.com/5294349,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/crestline/lake-gregory-escape,,,open,
low,Lake View Magic,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101801,https://www.airbnb.com/rooms/1688480668295044685,https://www.vrbo.com/5294318,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/crestline/lake-view-magic,,,open,
low,Lakeside Serenity,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101807,https://www.airbnb.com/rooms/1688484096902326917,https://www.vrbo.com/5294329,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/crestline/lakeside-serenity,,,open,
low,Matterhorn Woods,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101754,https://www.airbnb.com/rooms/1688482927082768585,https://www.vrbo.com/5294220,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/matterhorn-woods,,,open,
low,Owl Nest,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101831,https://www.airbnb.com/rooms/1688485674564942361,https://www.vrbo.com/5294380,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/running-springs/owl-nest,,,open,
low,Paradise in the Palisades,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101638,https://www.airbnb.com/rooms/1688484226027932033,https://www.vrbo.com/5293989,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/paradise-in-the-palisades,,,open,
low,Running Springs R-n-R,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101820,https://www.airbnb.com/rooms/1688484886026025720,https://www.vrbo.com/5294357,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/running-springs/running-springs-rnr,,,open,
low,Saint Bernard Beauty,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101650,https://www.airbnb.com/rooms/1688482993792833214,https://www.vrbo.com/5294012,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/saint-bernard-beauty,,,open,
low,Sequoia Serenity,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101830,https://www.airbnb.com/rooms/1688485611233685311,https://www.vrbo.com/5294378,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/sequoia-serenity,,,open,
low,Serene Cabin,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101819,https://www.airbnb.com/rooms/1688482044436556044,https://www.vrbo.com/5294355,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/lake-arrowhead/serene-cabin,,,open,
low,Sky High Cabin,Lake Arrowhead,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101757,https://www.airbnb.com/rooms/1688483788021221982,https://www.vrbo.com/5294227,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/crestline/sky-high-cabin,,,open,
low,On the Doorstep,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101780,https://www.airbnb.com/rooms/1613973965526001574,https://www.vrbo.com/5294276,https://www.casagosocal.com/vacation-rentals/orange-county/anaheim/on-the-doorstep,,,open,
low,Pacific Cove Unit 111,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101806,https://www.airbnb.com/rooms/1613974343306887422,https://www.vrbo.com/5294328,https://www.casagosocal.com/vacation-rentals/orange-county/playa-del-rey/pacific-cove-unit-111,,,open,
low,Palm Tree Getaway,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101696,https://www.airbnb.com/rooms/1613975133467468473,https://www.vrbo.com/5294110,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/palm-tree-getaway,,,open,
low,San Clemente - Monterey A,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101798,https://www.airbnb.com/rooms/1613974735545556775,https://www.vrbo.com/5294312,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-monterey-a,,,open,
low,San Clemente - Monterey B,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101668,https://www.airbnb.com/rooms/1613974674739182784,https://www.vrbo.com/5294052,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-monterey-b,,,open,
low,San Clemente - Monterey C,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101669,https://www.airbnb.com/rooms/1613974820496892600,https://www.vrbo.com/5294054,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-monterey-c,,,open,
low,San Clemente - Monterey D,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101800,https://www.airbnb.com/rooms/1613974204746453410,https://www.vrbo.com/5294316,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-monterey-d,,,open,
low,San Clemente - Monterey Fourplex,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101671,https://www.airbnb.com/rooms/1355302586376367514,https://www.vrbo.com/5294057,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-monterey-fourplex,,,open,
low,San Clemente - Villa Del Mar,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101670,https://www.airbnb.com/rooms/1613974546953504312,https://www.vrbo.com/5294055,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-villa-del-mar,,,open,
low,San Clemente Ocean Luxury Bluff Top,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101672,https://www.airbnb.com/rooms/53195584,https://www.vrbo.com/5294059,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-ocean-luxury-bluff-top,,,open,
low,San Clemente Sunset,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101631,https://www.airbnb.com/rooms/1613974022691679789,https://www.vrbo.com/5293976,https://www.casagosocal.com/vacation-rentals/orange-county/san-clemente/san-clemente-sunset,,,open,
low,Sea Breeze,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101699,https://www.airbnb.com/rooms/1613975045863785448,https://www.vrbo.com/5294115,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/sea-breeze,,,open,
low,Seascape Compound,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101659,https://www.airbnb.com/rooms/53185719,https://www.vrbo.com/5294032,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/seascape-compound,,,open,
low,Seascape I,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101788,https://www.airbnb.com/rooms/53185744,https://www.vrbo.com/5294292,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/seascape-i,,,open,
low,Seascape II,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101784,https://www.airbnb.com/rooms/53191849,https://www.vrbo.com/5294285,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/seascape-ii,,,open,
low,Seashore Dreams B - Upper Unit,Orange County,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101796,https://www.airbnb.com/rooms/1613973993905753728,https://www.vrbo.com/5294308,https://www.casagosocal.com/vacation-rentals/orange-county/newport-beach/seashore-dreams-b-upper-unit,,,open,
low,Indulgent Escape In Rancho Mirage,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050521,https://www.airbnb.com/rooms/22749530,https://www.vrbo.com/5135282,https://casago.com/rentals/1013726,,,open,
low,La Buena Vida,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092971,https://www.airbnb.com/rooms/1029065560518629281,https://www.vrbo.com/9896977ha,https://casago.com/rental/1092971.html,,,open,
low,La Casa Naranja,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092984,https://www.airbnb.com/rooms/1229753448206767385,https://www.vrbo.com/9999772ha,https://casago.com/rental/1092984.html,,,open,
low,La Casita Mesquite - 47166 - 7 night minimum rental,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051232,https://www.airbnb.com/rooms/1355705929473909733,https://www.vrbo.com/5136182,https://casago.com/rentals/1014410,,,open,
low,La Joya Granate,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050751,https://www.airbnb.com/rooms/1719753056810757084,https://www.vrbo.com/5135571,https://casago.com/rentals/1013950,,,open,
low,La Joya Moderna,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092832,https://www.airbnb.com/rooms/26445593,https://www.vrbo.com/7140043ha,https://casago.com/rental/1092832.html,,,open,
low,La Petite Maison,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1093022,https://www.airbnb.com/rooms/1529039915396505760,https://www.vrbo.com/20206119ha,https://casago.com/rental/1093022.html,,,open,
low,La Vie En Rose - 3901,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050776,https://www.airbnb.com/rooms/1603774423176230210,https://www.vrbo.com/5135613,https://casago.com/rentals/1013974,,,open,
low,Las Palmas Monte Vista,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050989,https://www.airbnb.com/rooms/32181804,https://www.vrbo.com/5135922,https://casago.com/rentals/1014183,,,open,
low,Lemon Twist,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092719,https://www.airbnb.com/rooms/21963371,https://www.vrbo.com/4758676ha,https://casago.com/rental/1092719.html,,,open,
low,Lena's Hideaway,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092792,https://www.airbnb.com/rooms/23630847,https://www.vrbo.com/4836625ha,https://casago.com/rental/1092792.html,,,open,
low,Lions Gate Estate,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092787,https://www.airbnb.com/rooms/36797481,https://www.vrbo.com/4726584ha,https://casago.com/rental/1092787.html,,,open,
low,Little Tuscany Holiday House,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092752,https://www.airbnb.com/rooms/46085679,https://www.vrbo.com/9501503ha,https://casago.com/rental/1092752.html,,,open,
low,Lola Vista,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092946,https://www.airbnb.com/rooms/792108299738837119,https://www.vrbo.com/9772918ha,https://casago.com/rental/1092946.html,,,open,
low,Lost Palms Oasis,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092745,https://www.airbnb.com/rooms/49227162,https://www.vrbo.com/9559853ha,https://casago.com/rental/1092745.html,,,open,
low,Loufie's Desert Retreat,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050985,https://www.airbnb.com/rooms/1521838919013624607,https://www.vrbo.com/5135918,https://casago.com/rentals/1014180,,,open,
low,Lucy I'm Home,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092820,https://www.airbnb.com/rooms/19606605,https://www.vrbo.com/3933859ha,https://casago.com/rental/1092820.html,,,open,
low,Lux Lounge,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1093017,https://www.airbnb.com/rooms/1431209566949673262,https://www.vrbo.com/20155228ha,https://casago.com/rental/1093017.html,,,open,
low,Luxury on the Lake Rancho Mirage,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050836,https://www.airbnb.com/rooms/45688158,https://www.vrbo.com/5135710,https://casago.com/rentals/1014033,,,open,
low,Maison Du Soleil,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1093010,https://www.airbnb.com/rooms/1349981708521385903,https://www.vrbo.com/20109085ha,https://casago.com/rental/1093010.html,,,open,
low,Marcia! Marcia! Marcia!,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092715,https://www.airbnb.com/rooms/47072843,https://www.vrbo.com/9511307ha,https://casago.com/rental/1092715.html,,,open,
low,Oasis Harmony - 58722,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050902,https://www.airbnb.com/rooms/1604096726043285067,https://www.vrbo.com/5135826,https://casago.com/rentals/1014098,,,open,
low,Oasis in Palm Desert Resorter,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051300,https://www.airbnb.com/rooms/1389802507562726314,https://www.vrbo.com/5136248,https://casago.com/rentals/1014464,,,open,
low,Oliver's Oasis - 2446,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050864,https://www.airbnb.com/rooms/1603773794037755892,https://www.vrbo.com/5135763,https://casago.com/rentals/1014060,,,open,
low,On The Rocks,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092858,https://www.airbnb.com/rooms/567427933223938175,https://www.vrbo.com/9663786ha,https://casago.com/rental/1092858.html,,,open,
low,Only Inn Palm Springs,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092983,https://www.airbnb.com/rooms/1191968979796270337,https://www.vrbo.com/20291037,https://casago.com/rental/1092983.html,,,open,
low,Orchid Tree Villa - 2244,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050983,https://www.airbnb.com/rooms/22749522,https://www.vrbo.com/5135916,https://casago.com/rentals/1014178,,,open,
low,Oscar Mayer House - 1050,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051174,https://www.airbnb.com/rooms/22749456,https://www.vrbo.com/5136121,https://casago.com/rentals/1014354,,,open,
low,Out Of Office,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092967,https://www.airbnb.com/rooms/965878063150878637,https://www.vrbo.com/9864203ha,https://casago.com/rental/1092967.html,,,open,
low,PD Retreat,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051163,https://www.airbnb.com/rooms/1603773362630279214,https://www.vrbo.com/5136107,https://casago.com/rentals/1014343,,,open,
low,PS Smile,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092830,https://www.airbnb.com/rooms/34369655,https://www.vrbo.com/7823064ha,https://casago.com/rental/1092830.html,,,open,
low,Palm Breeze,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051360,https://www.airbnb.com/rooms/1490761481119254885,https://www.vrbo.com/5136306,https://casago.com/rentals/1014512,,,open,
low,Palm Canyon Villas B8 - 68424,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050934,https://www.airbnb.com/rooms/1209522629955503938,https://www.vrbo.com/5135862,https://casago.com/rentals/1014130,,,open,
low,Palm Desert Charm,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050958,https://www.airbnb.com/rooms/1604088829684294520,https://www.vrbo.com/5135890,https://casago.com/rentals/1014153,,,open,
low,Palm Desert Oasis on the Green,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051000,https://www.airbnb.com/rooms/1683520016731306260,,https://www.casagosocal.com/vacation-rentals/coachella-valley/palm-desert/palm-desert-oasis-on-the-green,,,open,
low,Palm Desert Resorter 16-18,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050961,https://www.airbnb.com/rooms/1603772218156329463,https://www.vrbo.com/5135893,https://casago.com/rentals/1014156,,,open,
low,Palm Desert Resorter 42-04,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050908,https://www.airbnb.com/rooms/1603773927493314921,https://www.vrbo.com/5135832,https://casago.com/rentals/1014104,,,open,
low,Palm Garden - 58778,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050921,https://www.airbnb.com/rooms/1603915799826114945,https://www.vrbo.com/5135848,https://casago.com/rentals/1014117,,,open,
low,Palm Oasis Escape,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051250,https://www.airbnb.com/rooms/1363733830017376474,https://www.vrbo.com/5136200,https://casago.com/rentals/1014428,,,open,
low,Palm Paradise,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1056227,https://www.airbnb.com/rooms/1493037415060630154,https://www.vrbo.com/5136410,https://casago.com/rentals/1014607,,,open,
low,Palm Paradise - 2882,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051009,https://www.airbnb.com/rooms/22749632,https://www.vrbo.com/5135945,https://casago.com/rentals/1014202,,,open,
low,Palm Paradise Villa,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050755,https://www.airbnb.com/rooms/990572980792550157,https://www.vrbo.com/5135577,https://casago.com/rentals/1013954,,,open,
low,Palm Springs Area; 2 Suite Retreat,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051072,https://www.airbnb.com/rooms/1355705619223030673,https://www.vrbo.com/5136009,https://casago.com/rentals/1014261,,,open,
low,Palm Springs Boho Bliss,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050745,https://www.airbnb.com/rooms/1604102583500612827,https://www.vrbo.com/5135563,https://casago.com/rentals/1013944,,,open,
low,"Palm Springs Condo, Sunrise Villas",PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050821,https://www.airbnb.com/rooms/1355705431277330537,https://www.vrbo.com/5135685,https://casago.com/rentals/1014018,,,open,
low,Palm Springs Luxury Retreat -2288,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050898,https://www.airbnb.com/rooms/22749528,https://www.vrbo.com/5135819,https://casago.com/rentals/1014094,,,open,
low,Palm Springs Midcentury Alexander - 762,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051010,https://www.airbnb.com/rooms/1633721364213528532,https://www.vrbo.com/5135946,https://casago.com/rentals/1014203,,,open,
